0	2012	1	1
1	2012	1	2
2	2012	1	3
3	2012	1	4
4	2012	1	5
5	2012	1	6
6	2012	1	7
7	2012	1	8
8	2012	1	9
9	2012	1	10
10	2012	1	11
11	2012	1	12
12	2012	1	13
13	2012	1	14
14	2012	1	15
15	2012	1	16
16	2012	1	17
17	2012	1	18
18	2012	1	19
19	2012	1	20
20	2012	1	21
21	2012	1	22
22	2012	1	23
23	2012	1	24
24	2012	1	25
25	2012	1	26
26	2012	1	27
27	2012	1	28
28	2012	1	29
29	2012	1	30
30	2012	1	31
31	2012	2	1
32	2012	2	2
33	2012	2	3
34	2012	2	4
35	2012	2	5
36	2012	2	6
37	2012	2	7
38	2012	2	8
39	2012	2	9
40	2012	2	10
41	2012	2	11
42	2012	2	12
43	2012	2	13
44	2012	2	14
45	2012	2	15
46	2012	2	16
47	2012	2	17
48	2012	2	18
49	2012	2	19
50	2012	2	20
51	2012	2	21
52	2012	2	22
53	2012	2	23
54	2012	2	24
55	2012	2	25
56	2012	2	26
57	2012	2	27
58	2012	2	28
59	2012	3	1
60	2012	3	2
61	2012	3	3
62	2012	3	4
63	2012	3	5
64	2012	3	6
65	2012	3	7
66	2012	3	8
67	2012	3	9
68	2012	3	10
69	2012	3	11
70	2012	3	12
71	2012	3	13
72	2012	3	14
73	2012	3	15
74	2012	3	16
75	2012	3	17
76	2012	3	18
77	2012	3	19
78	2012	3	20
79	2012	3	21
80	2012	3	22
81	2012	3	23
82	2012	3	24
83	2012	3	25
84	2012	3	26
85	2012	3	27
86	2012	3	28
87	2012	3	29
88	2012	3	30
89	2012	3	31
90	2012	4	1
91	2012	4	2
92	2012	4	3
93	2012	4	4
94	2012	4	5
95	2012	4	6
96	2012	4	7
97	2012	4	8
98	2012	4	9
99	2012	4	10
100	2012	4	11
101	2012	4	12
102	2012	4	13
103	2012	4	14
104	2012	4	15
105	2012	4	16
106	2012	4	17
107	2012	4	18
108	2012	4	19
109	2012	4	20
110	2012	4	21
111	2012	4	22
112	2012	4	23
113	2012	4	24
114	2012	4	25
115	2012	4	26
116	2012	4	27
117	2012	4	28
118	2012	4	29
119	2012	4	30
120	2012	5	1
121	2012	5	2
122	2012	5	3
123	2012	5	4
124	2012	5	5
125	2012	5	6
126	2012	5	7
127	2012	5	8
128	2012	5	9
129	2012	5	10
130	2012	5	11
131	2012	5	12
132	2012	5	13
133	2012	5	14
134	2012	5	15
135	2012	5	16
136	2012	5	17
137	2012	5	18
138	2012	5	19
139	2012	5	20
140	2012	5	21
141	2012	5	22
142	2012	5	23
143	2012	5	24
144	2012	5	25
145	2012	5	26
146	2012	5	27
147	2012	5	28
148	2012	5	29
149	2012	5	30
150	2012	5	31
151	2012	6	1
152	2012	6	2
153	2012	6	3
154	2012	6	4
155	2012	6	5
156	2012	6	6
157	2012	6	7
158	2012	6	8
159	2012	6	9
160	2012	6	10
161	2012	6	11
162	2012	6	12
163	2012	6	13
164	2012	6	14
165	2012	6	15
166	2012	6	16
167	2012	6	17
168	2012	6	18
169	2012	6	19
170	2012	6	20
171	2012	6	21
172	2012	6	22
173	2012	6	23
174	2012	6	24
175	2012	6	25
176	2012	6	26
177	2012	6	27
178	2012	6	28
179	2012	6	29
180	2012	6	30
181	2012	7	1
182	2012	7	2
183	2012	7	3
184	2012	7	4
185	2012	7	5
186	2012	7	6
187	2012	7	7
188	2012	7	8
189	2012	7	9
190	2012	7	10
191	2012	7	11
192	2012	7	12
193	2012	7	13
194	2012	7	14
195	2012	7	15
196	2012	7	16
197	2012	7	17
198	2012	7	18
199	2012	7	19
200	2012	7	20
201	2012	7	21
202	2012	7	22
203	2012	7	23
204	2012	7	24
205	2012	7	25
206	2012	7	26
207	2012	7	27
208	2012	7	28
209	2012	7	29
210	2012	7	30
211	2012	7	31
212	2012	8	1
213	2012	8	2
214	2012	8	3
215	2012	8	4
216	2012	8	5
217	2012	8	6
218	2012	8	7
219	2012	8	8
220	2012	8	9
221	2012	8	10
222	2012	8	11
223	2012	8	12
224	2012	8	13
225	2012	8	14
226	2012	8	15
227	2012	8	16
228	2012	8	17
229	2012	8	18
230	2012	8	19
231	2012	8	20
232	2012	8	21
233	2012	8	22
234	2012	8	23
235	2012	8	24
236	2012	8	25
237	2012	8	26
238	2012	8	27
239	2012	8	28
240	2012	8	29
241	2012	8	30
242	2012	8	31
243	2012	9	1
244	2012	9	2
245	2012	9	3
246	2012	9	4
247	2012	9	5
248	2012	9	6
249	2012	9	7
250	2012	9	8
251	2012	9	9
252	2012	9	10
253	2012	9	11
254	2012	9	12
255	2012	9	13
256	2012	9	14
257	2012	9	15
258	2012	9	16
259	2012	9	17
260	2012	9	18
261	2012	9	19
262	2012	9	20
263	2012	9	21
264	2012	9	22
265	2012	9	23
266	2012	9	24
267	2012	9	25
268	2012	9	26
269	2012	9	27
270	2012	9	28
271	2012	9	29
272	2012	9	30
273	2012	10	1
274	2012	10	2
275	2012	10	3
276	2012	10	4
277	2012	10	5
278	2012	10	6
279	2012	10	7
280	2012	10	8
281	2012	10	9
282	2012	10	10
283	2012	10	11
284	2012	10	12
285	2012	10	13
286	2012	10	14
287	2012	10	15
288	2012	10	16
289	2012	10	17
290	2012	10	18
291	2012	10	19
292	2012	10	20
293	2012	10	21
294	2012	10	22
295	2012	10	23
296	2012	10	24
297	2012	10	25
298	2012	10	26
299	2012	10	27
300	2012	10	28
301	2012	10	29
302	2012	10	30
303	2012	10	31
304	2012	11	1
305	2012	11	2
306	2012	11	3
307	2012	11	4
308	2012	11	5
309	2012	11	6
310	2012	11	7
311	2012	11	8
312	2012	11	9
313	2012	11	10
314	2012	11	11
315	2012	11	12
316	2012	11	13
317	2012	11	14
318	2012	11	15
319	2012	11	16
320	2012	11	17
321	2012	11	18
322	2012	11	19
323	2012	11	20
324	2012	11	21
325	2012	11	22
326	2012	11	23
327	2012	11	24
328	2012	11	25
329	2012	11	26
330	2012	11	27
331	2012	11	28
332	2012	11	29
333	2012	11	30
334	2012	12	1
335	2012	12	2
336	2012	12	3
337	2012	12	4
338	2012	12	5
339	2012	12	6
340	2012	12	7
